NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Primary Completion Date,Completion Date,Patient friendly summary,Field1,Relevant for rare cancer?,Genetic,Key inclusion criteria,Key exclusion criteria,Gene,Rare Cancer Types,Location,Tumour agnostic?,Reviewed,Drugs,Biologicals,Max ECOG,For untreated patients?,Trial cohort,Cohorts,Trial Question,Trial Drug,How given?,Updated locations
"NCT03424005","A Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Metastatic or Locally Advanced Breast Cancer","https://clinicaltrials.gov/study/NCT03424005","Morpheus-panBC","RECRUITING","This is an umbrella study evaluating the efficacy and safety of multiple treatment combinations in participants with metastatic or inoperable locally advanced breast cancer.

The study will be performed in two stages. During Stage 1, four cohorts will be enrolled in parallel in this study:

Cohort 1 will consist of Programmed death-ligand 1 (PD-L1)-positive participants who have received no prior systemic therapy for metastatic or inoperable locally advanced triple-negative breast cancer (TNBC) (first-line \[1L\] PD-L1+ cohort).

Cohort 2 will consist of participants who had disease progression during or following 1L treatment with chemotherapy for metastatic or inoperable locally-advanced TNBC and have not received cancer immunotherapy (CIT) (second-line \[2L\] CIT-naive cohort).

Cohort 3 will consist of participants with locally-advanced or metastatic HR+, HER2-negative disease with PIK3CA mutation who may or may not have had disease progression during or following previous lines of treatment for metastatic disease (HR+cohort).

Cohort 4 will consist of participants with locally-advanced or metastatic HER2+ /HER2-low disease with PIK3CA mutation who had disease progression on standard-of-care therapies (HER2+ /HER2-low cohort).

In each cohort, eligible participants will initially be assigned to one of several treatment arms (Stage 1). In addition, participants in the 2L CIT-naÃ¯ve cohort who experience disease progression, loss of clinical benefit, or unacceptable toxicity during Stage 1 may be eligible to continue treatment with a different treatment combination (Stage 2), provided Stage 2 is open for enrollment.","Breast Cancer","DRUG: Capecitabine|DRUG: Atezolizumab|DRUG: Ipatasertib|DRUG: SGN-LIV1A|DRUG: Bevacizumab|DRUG: Chemotherapy (Gemcitabine + Carboplatin or Eribulin)|DRUG: Selicrelumab|DRUG: Tocilizumab|DRUG: Nab-Paclitaxel|DRUG: Sacituzumab Govitecan|DRUG: Abemaciclib|DR","Hoffmann-La Roche","Seagen Inc.|Gilead Sciences","ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",242,"INTERVENTIONAL","04/02/18 00:00:00",,,0,194,0,0,,,194,194,194,0,1,194,194,,0,,23,,,,23
"NCT03435796","Long-Term Follow-up Protocol for Participants Treated With Gene-Modified T Cells","https://clinicaltrials.gov/study/NCT03435796",,"RECRUITING","This is a prospective study for the long-term follow-up (LTFU) of safety and efficacy for all pediatric and adult participants exposed to Gene-modified (GM) T cell therapy participating in a previous Celgene sponsored or Celgene alliance partner sponsored study.

Participants who received at least one GM T cell infusion will be asked to enroll in this LTFU protocol upon either premature discontinuation from, or completion of the prior parent treatment protocol.","Neoplasms","GENETIC: Gene-modified (GM) T cell therapy","Celgene",,"ALL","CHILD, ADULT, OLDER_ADULT","PHASE2|PHASE3",317,"INTERVENTIONAL","06/19/18 00:00:00",,,0,40,0,0,,,40,40,40,0,1,40,40,,0,,24,,,,24
"NCT03474094","Clinical and Biological Activity of an Anti-PD-L1 (Atezolizumab) in Operable Localised Soft Tissue Sarcomas Patients to be Treated With Radiotherapy","https://clinicaltrials.gov/study/NCT03474094","RT-Immune","RECRUITING","This multicentric, randomised, Phase II trial will use a pick-the-winner design in order to evaluate the clinical and biological activity of atezolizumab when combined with pre-operative or post-operative radiotherapy in STS patients.

Following Inform Consent Form (ICF) signature, eligible patients will be randomised (1:1:1) to receive:

* Arm A: Radiotherapy followed by atezolizumab then surgery.
* Arm B: Atezolizumab followed by surgery then radiotherapy.
* Arm C: Radiotherapy then surgery followed by atezolizumab.

The sequence of the study treatments is different among the 3 study arms. However, the dose regimens will be the same:

* Atezolizumab will be administered to all patients at the dose of 1200mg, by IV injection, for 2 cycles (Q3W).
* Radiotherapy will be administered to all patients at the dose of 2Gy/day, 5 days per week, for a total of 5 weeks and 50Gy.
* Surgery will be performed as per institutional practice.

Randomisation will be stratified according to histological subtypes as follows:

Group 1: Liposarcoma (LPS), Undifferentiated Pleomorphic Sarcoma (UPS), Leiomyosarcoma (LMS), myxofibrosarcoma, angiosarcoma versus Group 2: all translocation sarcoma except Ewing, rhabdomyosarcoma (RMS) and myxoid LPS.","Sarcoma,Soft Tissue","COMBINATION_PRODUCT: Pre-operative radiotherapy followed by 2 cycles of atezolizumab then surgery|COMBINATION_PRODUCT: 2 cycles of atezolizumab followed by surgery then post-operative radiotherapy|COMBINATION_PRODUCT: Pre-operative radiotherapy followed b","Centre Leon Berard","Roche Pharma AG","ALL","ADULT, OLDER_ADULT","PHASE2",69,"INTERVENTIONAL","08/01/18 00:00:00","08/07/23 00:00:00","08/01/24 00:00:00",0,392,1,0,,,392,392,392,0,1,392,392,"1",0,,25,,,,25
"NCT03485209","Efficacy and Safety Study of Tisotumab Vedotin for Patients With Solid Tumors","https://clinicaltrials.gov/study/NCT03485209","innovaTV 207","COMPLETED IN UK","This trial will study tisotumab vedotin to find out whether it is an effective treatment alone or with other anticancer drugs for certain solid tumors and what side effects (unwanted effects) may occur. There are seven parts to this study.

* In Part A, the treatment will be given to participants every 3 weeks (3-week cycles).
* In Part B, participants will receive tisotumab vedotin on Days 1, 8, and 15 every 4-week cycle.
* In Part C, participants will receive tisotumab vedotin on Days 1 and 15 of every 4-week cycle.
* In Part D, participants will be given treatment on Day 1 of every 3-week cycle. Participants in Part D will get tisotumab vedotin with either:

  * Pembrolizumab or,
  * Pembrolizumab and carboplatin, or
  * Pembrolizumab and cisplatin
* In Part E, participants will receive tisotumab vedotin on Days 1 and 15 of every 4-week cycle.
* In Part F, participants will receive tisotumab vedotin on Days 1, 15, and 29 of every 6-week cycle. Participants in Part F will get tisotumab vedotin with pembrolizumab.
* In Part G, participants will receive tisotumab vedotin on Days 1, 15, and 29 of every 6-week cycle. Participants in Part G will get tisotumab vedotin with pembrolizumab and carboplatin.","Colorectal Neoplasms|Carcinoma, Non-Small-Cell Lung|Exocrine Pancreatic Cancer|Carcinoma, Squamous Cell of Head and Neck","DRUG: tisotumab vedotin|DRUG: pembrolizumab|DRUG: carboplatin|DRUG: cisplatin","Seagen Inc.","Genmab|Merck Sharp & Dohme LLC","ALL","ADULT, OLDER_ADULT","PHASE2",692,"INTERVENTIONAL","06/25/18 00:00:00","04/30/25 00:00:00","11/30/26 00:00:00",1,266,0,0,,"NB Completed in UK",266,266,266,0,1,266,266,,0,,26,,,,26
"NCT03486873","Long-term Safety and Efficacy Extension Study for Participants With Advanced Tumors Who Are Currently on Treatment or in Follow-up in a Pembrolizumab (MK-3475) Study (MK-3475-587/KEYNOTE-587)","https://clinicaltrials.gov/study/NCT03486873",,"RECRUITING","The purpose of this study is to evaluate the long-term safety and efficacy of pembrolizumab (MK-3475) in participants from previous Merck pembrolizumab-based parent studies who transition into this extension study.

This study will consist of three phases: 1) First Course Phase, 2) Survival Follow-up Phase or 3) Second Course Phase. Each participant will transition to this extension study in one of the following three phases, depending on the study phase they were in at the completion of the parent study. Participants who were in the First Course Phase of study treatment with pembrolizumab or lenvatinib in their parent study will enter the First Course Phase of this study and complete up to 35 doses or more every 3 weeks (Q3W) or 17 doses or more every 6 weeks (Q6W) of study treatment with pembrolizumab or a pembrolizumab-based combination or lenvatinib according to arm assignment. Participants who were in the Follow-up Phase in the parent study (post-treatment or Survival Follow-up Phase) will enter the Survival Follow-up Phase of this study. Participants who were in the Second Course Phase in their parent study will enter Second Course Phase of this study and complete up to 17 doses Q3W or 8 doses Q6W of study treatment with pembrolizumab or a pembrolizumab-based combination according to arm assignment.

Any participant originating from a parent trial where crossover to pembrolizumab was permitted upon disease progression may be eligible for 35 doses as Q3W or 17 doses Q6W of pembrolizumab (approximately 2 years), if they progress while on the control arm and pembrolizumab is approved for the indication in the country where the potential eligible crossover participant is being evaluated.","Solid Tumors|Hematologic Malignancies","DRUG: Pembrolizumab|DRUG: Standard of Care (SOC)|DRUG: Lenvatinib","Merck Sharp & Dohme LLC",,"ALL","ADULT, OLDER_ADULT","PHASE3",3500,"INTERVENTIONAL","08/21/18 00:00:00",,,0,9,0,0,,"Extension study. Patients on original study only",9,9,9,0,1,9,9,,0,,27,,,,27
"NCT03506997","Trial of Pembrolizumab in Metastatic Castration Resistant Prostate Cancer","https://clinicaltrials.gov/study/NCT03506997","PERSEUS1","RECRUITING","PERSEUS1 is an open-label, single arm, phase II trial evaluating the efficacy of Pembrolizumab in metastatic castration resistant prostate cancer (mCRPC) patients (Part A) with a biomarker enrichment stage (Part B) if efficacy is shown in part A.","Castration-resistant Prostate Cancer","DRUG: Pembrolizumab","Institute of Cancer Research, United Kingdom","Merck Sharp & Dohme LLC","MALE","ADULT, OLDER_ADULT","PHASE2",100,"INTERVENTIONAL","11/27/18 00:00:00",,,0,242,0,0,,,242,242,242,0,1,242,242,,0,,28,,,,28
"NCT03526835","A Study of Bispecific Antibody MCLA-158 in Patients With Advanced Solid Tumors","https://clinicaltrials.gov/study/NCT03526835",,"RECRUITING","This is a Phase 1/2 open-label, multi-center, multi-national study with an initial dose escalation part to determine the recommended Phase II dose (RP2D) of MCLA-158 single agent in patients with mCRC.

The dose escalation part has been completed and the RP2D will be further evaluated in an expansion part of the study. Cohorts of selected solid tumor indications for which there is evidence of EGFR dependency and potential sensitivity to EGFR inhibition will be evaluated including head and neck cancer and metastatic colorectal cancer (mCRC).

The study will further assess the safety, tolerability, PK, PD, immunogenicity, and anti-tumor activity of MCLA-158.","Advanced/Metastatic Solid Tumors|Colorectal Cancer|Gastric Cancer|Gastroesophageal-junction Cancer|NSCLC|HNSCC|Head and Neck Squamous Cell Carcinoma","DRUG: MCLA-158|COMBINATION_PRODUCT: MCLA-158 + Pembrolizumab|COMBINATION_PRODUCT: MCLA-158 + FOLFIRI","Merus N.V.",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",567,"INTERVENTIONAL","05/02/18 00:00:00","11/01/25 00:00:00","11/01/27 00:00:00",1,250,0,0,,"All arms now closed apart form mCRC",250,250,250,0,1,250,250,,0,,29,,,,29
"NCT03547973","Study of Sacituzumab Govitecan in Participants With Urothelial Cancer That Cannot Be Removed or Has Spread","https://clinicaltrials.gov/study/NCT03547973","TROPHY U-01","RECRUITING","The objective of this study is to evaluate the efficacy and safety of sacituzumab govitecan-hziy monotherapy and with novel combinations in participants with metastatic urothelial cancer (mUC).","Metastatic Urothelial Cancer","DRUG: Sacituzumab Govitecan-hziy|DRUG: Pembrolizumab|DRUG: Cisplatin|DRUG: Avelumab|DRUG: Zimberelimab|DRUG: Carboplatin|DRUG: Gemcitabine|DRUG: Domvanalimab","Gilead Sciences","Merck KGaA, Darmstadt, Germany","ALL","ADULT, OLDER_ADULT","PHASE2",643,"INTERVENTIONAL","08/13/18 00:00:00","07/01/24 00:00:00","07/01/26 00:00:00",0,230,1,0,,,230,230,230,0,1,230,230,"1",0,,30,,,,30
"NCT03562169","The Role of Ixazomib in Autologous Stem Cell Transplant in Relapsed Myeloma - Myeloma XII (ACCoRd)","https://clinicaltrials.gov/study/NCT03562169",,"RECRUITING","Study design: Randomised, controlled, multi-centre, open-label, phase III trial (with a single intervention registration phase).

Primary Objectives

The primary objectives of this study are to determine:

* The impact on Depth of Response (DoR: less than VGPR versus VGPR or better) when salvage ASCT conditioning is augmented by the addition of a proteasome inhibitor
* The influence of a consolidation and maintenance strategy on the Durability of Response (DuR:PFS)

Secondary objectives

The secondary objectives of this study are to determine:

* Overall survival
* Time to disease progression
* The overall response rate following ixazomib, thalidomide and dexamethasone (ITD) re-induction
* Time to next treatment
* Progression-free survival 2 (PFS2)
* Duration of response
* Minimal Residual Disease (MRD) negative rate post re-induction, post-ASCT and conversion after ITD consolidation
* Engraftment kinetics
* Toxicity and safety
* Quality of life (QoL)

Participant population (refer to protocol section 9 for a full list of eligibility criteria).

* Relapsed MM (with measurable disease by IMWG criteria) previously treated with ASCT
* First progressive disease (PD) at least 12 months since first ASCT, requiring therapy.
* ECOG Performance Status 0-2
* Aged at least 18 years
* Adequate full blood count and renal, hepatobiliary, pulmonary and cardiac function
* Written informed consent

Interventions: All participants will be registered at trial entry and will receive re-induction therapy with 4-6, 28-day cycles of ixazomib, thalidomide and dexamethasone (ITD), in order to reach maximum response. Participants who achieve at least stable disease (SD) will be randomised on a 1:1 basis to receive either conventional ASCT (ASCTCon), using melphalan, or augmented ASCT (ASCTAug), using melphalan with ixazomib. All participants achieving or maintaining a minimal response (MR) or better following trial ASCT will undergo a second randomisation to consolidation and maintenance or no further treatment. Participants randomised to consolidation and maintenance will receive treatment as follows: consolidation with 2 cycles of ITD and maintenance with ixazomib until disease progression.

Number of participants: 406 participants will be registered into the trial to allow 284 participants to be randomised at the first randomisation (R1) and 248 participants to be randomised at the second randomisation (R2).","Multiple Myeloma","DRUG: Ixazomib, thalidomide, & dexamethasone (ITD) re-induction|DRUG: Conventional autologous stem cell transplant (ASCT-con)|DRUG: Augmented autologous stem cell transplant (ASCT-aug)|DRUG: ITD consolidation and ixazomib maintenance vs. No further therap","University of Leeds","Cancer Research UK|Takeda","ALL","ADULT, OLDER_ADULT","PHASE3",406,"INTERVENTIONAL","03/20/17 00:00:00","03/01/26 00:00:00","03/01/27 00:00:00",0,433,1,0,,,433,433,433,0,1,433,433,"2",0,,31,,,,31
"NCT03564340","Study of REGN4018 Administered Alone or in Combination With Cemiplimab in Adult Patients With Recurrent Ovarian Cancer or Other Recurrent Mucin-16 Expressing (MUC16+) Cancers","https://clinicaltrials.gov/study/NCT03564340",,"RECRUITING","The main purpose of this study is to:

* Learn about the safety of REGN4018 and to find out what dose of REGN4018 can be given alone or with cemiplimab to patients with ovarian cancer or cancer of the uterus
* The study will also look at the levels of REGN4018 and/or cemiplimab in your body and measure how well your body can remove the study drug(s). This is called pharmacokinetics
* The study will also look at any signs that REGN4018 alone or with cemiplimab can treat recurrent advanced ovarian cancer or cancer of the uterus
* To find out how safe and tolerable the sarilumab pretreatment is, in combination with REGN4018 and cemiplimab","Recurrent Ovarian Cancer|Recurrent Fallopian Tube Cancer|Recurrent Primary Peritoneal Cancer|Recurrent Endometrial Cancer","DRUG: REGN4018|DRUG: cemiplimab|DRUG: Sarilumab","Regeneron Pharmaceuticals",,"FEMALE","ADULT, OLDER_ADULT","PHASE1|PHASE2",690,"INTERVENTIONAL","05/21/18 00:00:00","06/21/26 00:00:00","06/21/26 00:00:00",0,169,1,0,,,169,169,169,0,1,169,169,"not stated",0,,32,,,,32
"NCT03568656","Study to Evaluate CCS1477 in Advanced Tumours","https://clinicaltrials.gov/study/NCT03568656",,"RECRUITING","A Phase 1/2a study to assess the safety, tolerability, PK and biological activity of CCS1477 in patients with metastatic castration resistant prostate cancer, metastatic breast cancer, non-small cell lung cancer or advanced solid tumours.","Metastatic Castration-Resistant Prostate Cancer|Metastatic Breast Cancer|Non-small Cell Lung Cancer|Advanced Solid Tumors","DRUG: CCS1477|DRUG: Abiraterone acetate|DRUG: Enzalutamide|DRUG: Darolutamide|DRUG: Olaparib|DRUG: Atezolizumab","CellCentric Ltd.",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",350,"INTERVENTIONAL","07/23/18 00:00:00","12/01/24 00:00:00","12/01/24 00:00:00",0,62,1,1,"Identification of markers which may indicate potential for response to p300/CBP inhibition. Markers include loss of function mutations in CREBBP, EP300 or ARID1A, MYC gene amplifications or rearrangements and androgen receptor (AR) gene amplifications or over-expression.",,62,62,62,1,1,62,62,"1",0,,33,,,,33
"NCT03590574","Phase I/II Study Evaluating AUTO4 in Patients With TRBC1 Positive T Cell Lymphoma","https://clinicaltrials.gov/study/NCT03590574",,"RECRUITING","The purpose of this study is to test the safety and efficacy of AUTO4 a CAR T cell treatment targeting TRBC1 in patients with relapsed or refractory TRBC1 positive selected T-Non-Hodgkin Lymphoma.","T Cell Non-Hodgkin Lymphoma|Peripheral T-Cell Lymphoma, Not Otherwise Specified|Angioimmunoblastic T-cell Lymphoma|Anaplastic Large Cell Lymphoma","BIOLOGICAL: AUTO4","Autolus Limited",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",200,"INTERVENTIONAL","08/30/18 00:00:00","07/01/23 00:00:00","07/01/25 00:00:00",0,480,1,0,,,480,480,480,0,1,480,480,"1",1,,34,,,,34
